prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,RED DRUM,199816128301wd,1129119980113975,,1,1,,2,1,9,95,Y,8,48,8,1.5,1129119980113003,75,2,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980113,01,wd,,,1129119980113003,,,,8,,,ORANGE,09JUL98:18:56,1,8,1,,,,8835440901,0,1,,8,955,32839,15145.030692,199816128301wd,,0,1129119980113003
,,199816128301wd,1129119980102975,0,1,1,,2,1,9,95,Y,0,4,8,4,1129119980102017,75,2,3,1,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980102,01,wd,,,1129119980102017,2,,,8,,,ORANGE,09JUL98:18:55,1,8,1,,,,0,0,1,,8,1725,32807,15145.030692,199816128301wd,,0,1129119980102017
,,199816128301we,10629199801109985,,1,1,,2,1,99,1,O,2,12,8,4,1062919980110012,85,1,3,0,0,0,0,8,88,7,12,12,6,1,1,1998,1062919980110,01,we,,,1062919980110012,,,,8,,,ALACHUA,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1405,32608,2984.611057,199816128301we,,0,1062919980110012
GULF KINGFISH,FLORIDA POMPANO,199816128302wd,12689199802239228,0,1,1,,2,1,9,998,O,10,60,8,2.5,1268919980223002,228,5,3,1,0,0,0,8,88,0,12,99,6,1,1,1998,1268919980223,02,wd,,,1268919980223002,2,,,8,,,,10JUL98:18:56,1,8,1,,,,8835280901,8835440602,1,,8,1015,99997,11346.537077,199816128302wd,,0,1268919980223002
,FLORIDA POMPANO,199816128302we,1129119980207611311,0,1,1,,1,1,61,191,O,20,20,8,4,1129119980207001,1311,5,3,0,8,0,0,8,88,0,12,17,6,1,1,1998,1129119980207,02,we,,,1129119980207001,2,7,0,8,,,,10JUL98:18:55,1,1,1,,,,8835280901,0,1,,8,1040,62866,22143.88963,199816128302we,,0,1129119980207001
,BLUEFISH,199816128302wd,11291199802199228,0,1,1,,2,1,9,9,Y,3,150,8,3,1129119980219003,228,5,3,1,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980219,02,wd,,,1129119980219003,2,0,2,8,,,BREVARD,10JUL98:18:55,1,8,1,,,,8835250101,0,1,,8,1320,32935,15145.030692,199816128302wd,,0,1129119980219003
,,199816128301wd,1129119980106975,,1,1,,2,1,9,9,Y,0,0,8,1,1129119980106004,75,2,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980106,01,wd,,,1129119980106004,,,,8,,,BREVARD,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1020,32976,15145.030692,199816128301wd,,0,1129119980106004
,,199816128302we,123411998022811109,,1,1,,2,1,11,11,Y,0,2,8,5,1234119980228013,109,1,3,0,0,0,0,8,88,6,12,12,6,2,1,1998,1234119980228,02,we,,,1234119980228013,,,,8,,,BROWARD,10JUL98:18:56,1,8,1,,,,0,0,1,,8,113,33351,3983.7728247,199816128302we,,0,1234119980228013
,,199816128301we,1038919980125127175,,1,1,,2,1,127,117,Y,6,24,8,3,1038919980125014,175,1,3,0,0,0,0,8,88,6,12,12,6,9,1,1998,1038919980125,01,we,,,1038919980125014,,,,8,,,SEMINOLE,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1440,32808,40242.123326,199816128301we,,0,1038919980125014
,,199816128302wd,103891998020935163,,1,1,,2,1,35,998,O,45,45,8,3,1038919980209018,163,1,3,0,0,0,0,8,88,0,12,99,6,1,1,1998,1038919980209,02,wd,,,1038919980209018,,,,8,,,,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1700,99997,15448.399609,199816128302wd,,0,1038919980209018
,,199816128301we,10629199801109985,,1,1,,2,1,99,99,Y,8,52,8,2,1062919980110017,85,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1062919980110,01,we,,,1062919980110017,,,,8,,,PALM BEACH,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1520,33470,3983.7728247,199816128301we,,0,1062919980110017
,,199816128302wd,1038919980205127142,,1,1,,2,1,127,127,Y,30,150,8,3,1038919980205013,142,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1038919980205,02,wd,,,1038919980205013,,,,8,,,VOLUSIA,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1345,32127,20620.078586,199816128302wd,,0,1038919980205013
,,199816128302wd,1038919980205127142,,1,1,,2,1,127,127,Y,10,50,8,3,1038919980205008,142,1,3,0,0,0,0,8,88,6,12,12,6,2,1,1998,1038919980205,02,wd,,,1038919980205008,,,,8,,,VOLUSIA,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1240,32114,20620.078586,199816128302wd,,0,1038919980205008
BLACK DRUM,SHEEPSHEAD,199816128301we,1268919980103975,,1,1,,2,1,9,117,Y,4,24,8,2,1268919980103001,75,2,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1268919980103,01,we,,,1268919980103001,,,,8,,,SEMINOLE,09JUL98:18:55,1,8,1,,,,8835430301,8835440801,1,,8,1030,32765,12143.999934,199816128301we,,0,1268919980103001
,BLUEFISH,199816128302wd,11291199802199228,0,1,1,,2,1,9,43,O,0,5,8,4.5,1129119980219008,228,5,3,1,0,0,0,8,88,0,12,17,6,1,1,1998,1129119980219,02,wd,,,1129119980219008,2,,,8,,,,10JUL98:18:55,1,8,1,,,,8835250101,0,1,,8,1640,60563,11346.537077,199816128302wd,,0,1129119980219008
,,199816128302wd,1038919980202127142,,1,1,,2,1,127,95,O,1,1,8,1.5,1038919980202006,142,1,3,0,0,0,0,8,88,5,12,42,6,2,1,1998,1038919980202,02,wd,,,1038919980202006,,,,8,,,,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1120,18343,15448.399609,199816128302wd,,0,1038919980202006
,,199816128301wd,1129119980106975,0,1,1,,2,1,9,9,Y,25,150,8,4,1129119980106008,75,2,3,3,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980106,01,wd,,,1129119980106008,2,,,8,,,BREVARD,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1450,32936,15145.030692,199816128301wd,,0,1129119980106008
,BLUEFISH,199816128301wd,1129119980106975,,1,1,,2,1,9,61,Y,16,30,8,3,1129119980106001,75,2,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980106,01,wd,,,1129119980106001,,,,8,,,INDIAN RIVER,09JUL98:18:56,1,8,1,,,,8835250101,0,1,,8,955,32958,15145.030692,199816128301wd,,0,1129119980106001
,,199816128301wd,1129119980102975,0,1,1,,3,0,9,97,Y,4,8,8,6,1129119980102011,75,2,3,2,0,1,0,8,88,6,12,12,6,1,1,1998,1129119980102,01,wd,,,1129119980102010,2,,,8,,,OSCEOLA,09JUL98:18:55,1,8,1,,,,0,0,1,,8,1530,34743,15145.030692,199816128301wd,,0,1129119980102010
,,199816128301wd,1129119980102975,0,1,1,,2,1,9,95,Y,0,4,8,4,1129119980102019,75,2,3,1,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980102,01,wd,,,1129119980102019,2,,,8,,,ORANGE,09JUL98:18:55,1,8,1,,,,0,0,1,,8,1735,32803,15145.030692,199816128301wd,,0,1129119980102019
,,199816128301we,10629199801109985,,1,1,,2,1,99,99,Y,24,150,8,4,1062919980110007,85,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1062919980110,01,we,,,1062919980110007,,,,8,,,PALM BEACH,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1300,33463,3983.7728247,199816128301we,,0,1062919980110007
,COMMON SNOOK,199816128302wd,12689199802206174,0,1,1,,2,1,61,71,O,20,30,8,2.5,1268919980220006,74,2,3,1,0,0,0,8,88,5,12,42,6,1,1,1998,1268919980220,02,wd,,,1268919980220006,2,,,8,,,,10JUL98:18:56,1,8,1,,,,8835010105,0,1,,8,1300,17563,11346.537077,199816128302wd,,0,1268919980220006
,,199816128301we,1268919980103975,,1,1,,2,1,9,9,Y,4,24,8,4,1268919980103009,75,2,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1268919980103,01,we,,,1268919980103009,,,,8,,,BREVARD,09JUL98:18:55,1,8,1,,,,0,0,1,,8,1335,32937,12143.999934,199816128301we,,0,1268919980103009
,BLUEFISH,199816128302wd,11291199802199228,0,1,1,,2,1,9,9,Y,3,150,8,3,1129119980219004,228,5,3,4,0,0,0,8,88,6,12,12,6,1,1,1998,1129119980219,02,wd,,,1129119980219004,2,,,8,,,BREVARD,10JUL98:18:55,1,8,1,,,,8835250101,0,1,,8,1325,32935,15145.030692,199816128302wd,,0,1129119980219004
,,199816128302wd,103891998020935163,,1,1,,2,1,35,35,Y,30,150,8,3,1038919980209010,163,1,3,0,0,0,0,8,88,6,12,12,6,9,1,1998,1038919980209,02,wd,,,1038919980209010,,,,8,,,FLAGLER,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1410,32110,20620.078586,199816128302wd,,0,1038919980209010
,,199816128301we,1268919980103975,0,1,1,,1,1,9,9,Y,15,30,8,3,1268919980103006,75,2,3,2,3,0,0,8,88,6,12,12,6,2,1,1998,1268919980103,01,we,,,1268919980103006,2,,,8,,,BREVARD,09JUL98:18:55,1,1,1,,,,0,0,1,,8,1230,32951,12143.999934,199816128301we,,0,1268919980103006
,,199816128301wd,1038919980116975,,1,1,,2,1,9,87,O,2,2,8,3,1038919980116009,75,1,3,0,0,0,0,8,88,5,12,36,6,1,1,1998,1038919980116,01,wd,,,1038919980116009,,,,8,,,ROCKLAND,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1310,10986,11346.537077,199816128301wd,,0,1038919980116009
,,199816128301we,12689199801249197,0,1,1,,1,1,9,99,O,2,24,8,2,1268919980124002,197,3,3,0,1,0,0,8,88,5,12,36,6,2,1,1998,1268919980124,01,we,,,1268919980124002,2,1,0,8,,,,09JUL98:18:56,1,1,1,,,,0,0,1,,8,910,13148,9098.1885949,199816128301we,,0,1268919980124002
,,199816128302we,106291998020111109,,1,1,,2,1,11,11,Y,5,30,8,4,1062919980201002,109,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1062919980201,02,we,,,1062919980201002,,,,8,,,BROWARD,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1030,33063,3983.7728247,199816128302we,,0,1062919980201002
,,199816128302wd,1038919980205127142,,1,1,,2,1,127,127,Y,10,52,8,3,1038919980205009,142,1,3,0,0,0,0,8,88,6,12,12,6,2,1,1998,1038919980205,02,wd,,,1038919980205009,,,,8,,,VOLUSIA,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1250,32114,20620.078586,199816128302wd,,0,1038919980205009
,BLUEFISH,199816128301wd,12689199801019137,,1,1,,2,1,9,9,Y,2,12,8,1,1268919980101005,137,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1268919980101,01,wd,,,1268919980101005,,,,8,,,BREVARD,09JUL98:18:55,1,8,1,,,,8835250101,0,1,,8,1300,32937,15145.030692,199816128301wd,,0,1268919980101005
,,199816128301wd,1129119980115975,0,1,1,,2,1,9,3,O,0,0,8,4,1129119980115016,75,2,3,1,0,0,0,8,88,5,12,34,6,1,1,1998,1129119980115,01,wd,,,1129119980115016,2,,,8,,,BERGEN,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1510,07446,11346.537077,199816128301wd,,0,1129119980115016
,,199816128302wd,1294819980223109171,,1,1,,2,1,109,109,Y,7,40,8,2.5,1294819980223008,171,3,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1294819980223,02,wd,,,1294819980223008,,,,8,,,ST JOHNS,10JUL98:18:56,1,8,1,,,,0,0,1,,8,1407,99999,20620.078586,199816128302wd,,0,1294819980223008
,,199816128301wd,1038919980116975,,1,1,,2,1,9,31,O,2,2,8,3.5,1038919980116007,75,1,3,0,0,0,0,8,88,5,12,24,6,2,1,1998,1038919980116,01,wd,,,1038919980116007,,,,8,,,MONTGOMERY,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1235,99998,11346.537077,199816128301wd,,0,1038919980116007
,,199816128302we,106291998020111109,,1,1,,2,1,11,11,Y,24,150,8,5,1062919980201009,109,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1062919980201,02,we,,,1062919980201009,,,,8,,,BROWARD,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1320,33316,3983.7728247,199816128302we,,0,1062919980201009
,BLUEFISH,199816128302wd,12689199802239228,0,1,1,,2,1,9,9,Y,16,120,8,2,1268919980223001,228,5,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1268919980223,02,wd,,,1268919980223001,,,,8,,,BREVARD,10JUL98:18:56,1,8,1,,,,8835250101,0,1,,8,940,32951,15145.030692,199816128302wd,,0,1268919980223001
,FLORIDA POMPANO,199816128302wd,12689199802239228,0,1,1,,2,1,9,61,Y,55,300,8,6,1268919980223005,228,5,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1268919980223,02,wd,,,1268919980223005,,,,8,,,INDIAN RIVER,10JUL98:18:56,1,8,1,,,,8835280901,0,1,,8,1330,99998,15145.030692,199816128302wd,,0,1268919980223005
,COMMON SNOOK,199816128302we,12689199802159197,,1,1,,2,1,9,9,Y,8,48,8,2,1268919980215002,197,2,3,0,0,0,0,8,88,6,12,12,6,9,1,1998,1268919980215,02,we,,,1268919980215002,,,,8,,,BREVARD,10JUL98:18:55,1,8,1,,,,8835010105,0,1,,8,740,32921,12143.999934,199816128302we,,0,1268919980215002
,,199816128301we,127701998011811109,0,1,1,,2,1,11,11,Y,5,20,8,3.5,1277019980118006,109,1,3,1,0,0,0,8,88,6,12,12,6,1,1,1998,1277019980118,01,we,,,1277019980118006,2,,,8,,,BROWARD,09JUL98:18:56,1,8,1,,,,0,0,1,,8,1305,33064,3983.7728247,199816128301we,,0,1277019980118006
,,199816128302we,127701998022211109,,1,1,,2,1,11,11,Y,3,10,8,3,1277019980222003,109,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1998,1277019980222,02,we,,,1277019980222003,,,,8,,,BROWARD,10JUL98:18:55,1,8,1,,,,0,0,1,,8,1115,33309,3983.7728247,199816128302we,,0,1277019980222003
