prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,WINTER FLOUNDER,19946498311wd,116691994111111617,,C,5,,2,1,11,15,Y,0,10,8,2,1166919941111003,617,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941111,11,wd,,,1166919941111003,,,,8,9,,WINDHAM,27JAN95:11:35,8,8,1,,,,8857042001,0,1,,8,1030,06074,4915.4543677,19946498311wd,,0,1166919941111003
,WINTER FLOUNDER,19946498311we,116691994111311673,,C,5,,2,1,11,3,Y,1,20,8,3,1166919941113002,673,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941113,11,we,,,1166919941113002,,,,8,1,,HARTFORD,27JAN95:11:35,8,8,1,,,,8857042001,0,1,,8,1140,06479,4418.4980902,19946498311we,,0,1166919941113002
BLUEFISH,STRIPED BASS,19946498311we,11669199411059291,0,C,5,,2,1,9,3,Y,3,35,8,4,1166919941105008,291,3,3,1,0,0,0,,88,4,9,9,4,1,6,1994,1166919941105,11,we,,,1166919941105008,2,,,8,1,,HARTFORD,27JAN95:11:35,8,8,1,,,,8835020102,8835250101,1,,8,1303,06062,1498.7366579,19946498311we,,0,1166919941105008
,TAUTOG,19946498311we,11669199411059291,2,C,5,,2,1,9,11,Y,1,10,8,1,1166919941105003,291,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941105,11,we,,,1166919941105003,,,,8,1,,NEW LONDON,27JAN95:11:35,8,8,1,,,,8839010101,0,1,,8,940,06385,1498.7366579,19946498311we,,0,1166919941105003
,HICKORY SHAD,19946498311wd,116691994111011449,2,C,5,,2,1,11,11,Y,20,200,8,2,1166919941110002,449,5,3,1,0,0,0,,88,4,9,9,4,1,6,1994,1166919941110,11,wd,,,1166919941110002,2,,,8,9,,NEW LONDON,27JAN95:11:35,8,8,1,,,,8747010103,0,1,,8,1100,06475,4915.4543677,19946498311wd,,0,1166919941110002
WINTER FLOUNDER,STRIPED BASS,19946498311wd,11668199411019291,0,C,5,,2,1,9,7,Y,20,20,8,4,1166819941101002,291,2,3,1,0,0,0,,88,4,9,9,4,1,6,1994,1166819941101,11,wd,,,1166819941101002,2,,,8,9,,MIDDLESEX,27JAN95:11:35,8,8,1,,,,8835020102,8857042001,1,,8,1408,06413,1667.3022147,19946498311wd,,0,1166819941101002
WINTER FLOUNDER,TAUTOG,19946498311we,11669199411059291,,C,5,,2,1,9,3,Y,1,20,8,4,1166919941105005,291,2,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941105,11,we,,,1166919941105005,,,,8,1,,HARTFORD,27JAN95:11:35,8,8,1,,,,8839010101,8857042001,1,,8,1010,06010,1498.7366579,19946498311we,,0,1166919941105005
,TAUTOG,19946498311we,116681994111211646,,C,5,,2,1,11,3,Y,4,10,8,5,1166819941112001,646,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166819941112,11,we,,,1166819941112001,,,,8,1,,HARTFORD,27JAN95:11:35,8,8,1,,,,8839010101,0,1,,8,1020,06096,1498.7366579,19946498311we,,0,1166819941112001
,STRIPED BASS,19946498311we,11669199411059291,0,C,5,,2,1,9,13,Y,4,50,8,1,1166919941105010,291,5,3,1,0,0,0,,88,4,9,9,4,1,6,1994,1166919941105,11,we,,,1166919941105010,2,,,8,1,,TOLLAND,27JAN95:11:35,8,8,1,,,,8835020102,0,1,,8,1322,06248,1498.7366579,19946498311we,,0,1166919941105010
,WINTER FLOUNDER,19946498311we,116691994111311673,,C,5,,2,1,11,3,Y,2,30,8,3,1166919941113001,673,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941113,11,we,,,1166919941113001,,,,8,1,,HARTFORD,27JAN95:11:35,8,8,1,,,,8857042001,0,1,,8,1130,06062,4418.4980902,19946498311we,,0,1166919941113001
,ATLANTIC SILVERSIDE,19946498311wd,1166919941103164,0,C,5,,1,1,1,1,Y,2,30,8,5,1166919941103002,64,1,3,0,1,0,0,,88,4,9,9,4,1,6,1994,1166919941103,11,wd,,,1166919941103002,2,300,0,8,9,,FAIRFIELD,27JAN95:11:35,8,1,2,,,,8805020302,0,1,,8,1245,06850,4915.4543677,19946498311wd,,0,1166919941103002
,BLUEFISH,19946498311we,11669199411129291,,C,5,,2,1,9,7,Y,2,40,8,3,1166919941112001,291,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941112,11,we,,,1166919941112001,,,,8,1,,MIDDLESEX,27JAN95:11:35,8,8,1,,,,8835250101,0,1,,8,950,06441,1498.7366579,19946498311we,,0,1166919941112001
,BLUEFISH,19946498311we,11669199411129291,,C,5,,2,1,9,7,Y,4,100,8,3,1166919941112002,291,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941112,11,we,,,1166919941112002,,,,8,9,,MIDDLESEX,27JAN95:11:35,8,8,1,,,,8835250101,0,1,,8,959,06447,1498.7366579,19946498311we,,0,1166919941112002
,WINTER FLOUNDER,19946498311we,11669199411059291,,C,5,,2,1,9,7,Y,0,2,8,2,1166919941105011,291,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941105,11,we,,,1166919941105011,,,,8,1,,MIDDLESEX,27JAN95:11:35,8,8,1,,,,8857042001,0,1,,8,1350,06498,1498.7366579,19946498311we,,0,1166919941105011
,WINTER FLOUNDER,19946498311wd,116691994111111617,,C,5,,2,1,11,3,Y,2,30,8,2,1166919941111002,617,5,3,0,0,0,0,,88,4,9,9,4,1,6,1994,1166919941111,11,wd,,,1166919941111002,,,,8,1,,HARTFORD,27JAN95:11:35,8,8,1,,,,8857042001,0,1,,8,1023,06033,4915.4543677,19946498311wd,,0,1166919941111002
